sentence_id,sentence,bucket,list_number
793.0,A short row of stores lay directly ahead.,>5.25,3
737.0,She traveled the state trying to secure funds.,>5.25,3
301.0,I'm sure you'll be back before it's born.,2.25-3.25,3
526.0,These were all instruments meant for specific situations.,4.25-5.25,3
790.0,Matt replaced the receiver and returned to Sue.,>5.25,3
370.0,She grew up in a very musical household.,3.25-4.25,3
736.0,The boys were all at that runaway age.,>5.25,3
253.0,That could only mean one of three things.,2.25-3.25,3
731.0,"He would arrive tomorrow, exciting her beyond belief.",>5.25,3
390.0,"No is a very powerful word, my friend.",3.25-4.25,3
756.0,But here they were merely Paul and Anna.,>5.25,3
717.0,The crystals all over his car were growing.,>5.25,3
534.0,"Anne turned around, but barely recognized the captain.",4.25-5.25,3
293.0,I see the way you look at me.,2.25-3.25,3
491.0,"She loosed a breath, her face suddenly warm.",4.25-5.25,3
403.0,They were putting on a mask of calm.,3.25-4.25,3
144.0,Why won't you tell me what's going on?,<2.25,3
742.0,"Another long moment passed, William content to wait.",>5.25,3
649.0,I dodged an autograph-hungry fan and reached her.,>5.25,3
236.0,There is a small shop in the village.,2.25-3.25,3
792.0,A new aircraft parking apron was also constructed.,>5.25,3
56.0,I know how important this is to you.,<2.25,3
380.0,He speaks without the aid of a microphone.,3.25-4.25,3
435.0,And how are you enjoying this fine evening?,3.25-4.25,3
125.0,"I mean, what are we supposed to do?",<2.25,3
334.0,I was lukewarm about her in the beginning.,3.25-4.25,3
202.0,He'd want to know as soon as possible.,2.25-3.25,3
108.0,What do you do to make ends meet?,<2.25,3
708.0,The guy most likely looked at life simply.,>5.25,3
654.0,That alone was reason to avoid car discussions.,>5.25,3
242.0,You guys are in my line of work.,2.25-3.25,3
460.0,He's so busy lately I hardly see him.,3.25-4.25,3
469.0,He was sure victory would soon be theirs.,3.25-4.25,3
98.0,"Suddenly, I saw a look in his eyes.",<2.25,3
38.0,Are you sure you want to see it?,<2.25,3
137.0,Are you sure that I can do it?,<2.25,3
673.0,All versions of this document refer to influenza.,>5.25,3
397.0,Maybe later you'll be a bit more rational.,3.25-4.25,3
745.0,She is very powerful and famously quite ruthless.,>5.25,3
276.0,It was the end of the forest road.,2.25-3.25,3
667.0,Business travel slowed dramatically and vacations were cancelled.,>5.25,3
714.0,The patrol hats and baseball caps looked good.,>5.25,3
537.0,Your father too wished to own a boat.,4.25-5.25,3
412.0,Can you see the spring in his step?,3.25-4.25,3
375.0,She can also be a bear at times.,3.25-4.25,3
623.0,Why had just those two not been found?,4.25-5.25,3
550.0,All of that makes you look rather official.,4.25-5.25,3
684.0,"Usually, Mike texted her nonstop, even during school.",>5.25,3
588.0,But what did I know of such technology?,4.25-5.25,3
185.0,Suddenly there was an image in my mind.,2.25-3.25,3
206.0,"If we don't find anyone, we'll come back.",2.25-3.25,3
79.0,I didn't even know you were in town.,<2.25,3
109.0,I think I'll have a glass of water.,<2.25,3
551.0,You have acquired this power in two days?,4.25-5.25,3
575.0,He smiled when he saw the shadows part.,4.25-5.25,3
47.0,"If this is a joke, it's not funny.",<2.25,3
159.0,That's exactly what I want you to do.,<2.25,3
528.0,He had ripped off the face mask too.,4.25-5.25,3
305.0,I went out to get him some food.,2.25-3.25,3
211.0,"She listened for a moment, but heard nothing.",2.25-3.25,3
610.0,He'd not planned wisely in his first attempt.,4.25-5.25,3
146.0,There was only one thing I could do.,<2.25,3
474.0,"One more, then I can get some sleep.",3.25-4.25,3
606.0,It is the characteristic species of grassland ponds.,4.25-5.25,3
461.0,"Not a wiggling, mewing black and white kitten.",3.25-4.25,3
616.0,Half of Omaha has no lights right now.,4.25-5.25,3
508.0,The elves nodded and headed for the house.,4.25-5.25,3
486.0,A light bar exploded in a blinding flash.,4.25-5.25,3
722.0,A large maintenance terminal is dedicated for this.,>5.25,3
637.0,Danny tipped his head to that and smiled.,4.25-5.25,3
80.0,My mother had nothing to do with this.,<2.25,3
221.0,It was going to be a challenging night.,2.25-3.25,3
782.0,A house number clearly visible over the door.,>5.25,3
290.0,We have a few hours of light left.,2.25-3.25,3
413.0,What kinds of things do you often eat?,3.25-4.25,3
102.0,"For a moment, they stared at each other.",<2.25,3
505.0,My head was a swirling mass of confusion.,4.25-5.25,3
180.0,That would have been too easy for me.,2.25-3.25,3
691.0,Evening approached as more people filled the street.,>5.25,3
327.0,"Still, the case remains one of extreme difficulty.",3.25-4.25,3
176.0,I knew it was going to be okay.,2.25-3.25,3
40.0,"Look, do you want my help or not?",<2.25,3
490.0,The hiss of silk brought his head up.,4.25-5.25,3
138.0,There is no use in talking about it.,<2.25,3
286.0,Did you see an animal of any kind?,2.25-3.25,3
187.0,"Otherwise, I won't give you any new information.",2.25-3.25,3
434.0,It went against everything that he was taught.,3.25-4.25,3
42.0,"It's the logical thing to do, isn't it?",<2.25,3
306.0,The album went platinum shortly after its release.,2.25-3.25,3
445.0,She took not one more step toward him.,3.25-4.25,3
437.0,The conversation on this tape is totally unintelligible.,3.25-4.25,3
271.0,But it would be better if you came.,2.25-3.25,3
498.0,Very little is known about his sumo career.,4.25-5.25,3
670.0,A raw consolation halfway out of studio habitat.,>5.25,3
603.0,"Apprehension gnawed at her, and her pulse raced.",4.25-5.25,3
151.0,That was how it was supposed to be.,<2.25,3
791.0,It needed scale and drama and special effects.,>5.25,3
27.0,"Sir, would you like to leave a message?",<2.25,3
754.0,Give her feet she was not born with?,>5.25,3
777.0,A spark of compassion changed her friend's expression.,>5.25,3
