sentence_id,sentence,bucket,list_number
451,You let greed get the better of you.,3.25-4.25,4
362,"It reminded her of her heart, her soul.",3.25-4.25,4
622,She started to look uncomfortable then hid it.,4.25-5.25,4
426,The thought of using makeup made her shiver.,3.25-4.25,4
181,Don't let your guard down for a moment.,2.25-3.25,4
456,A smile worked its way to her lips.,3.25-4.25,4
220,What a day this was going to be!,2.25-3.25,4
152,I am not going to talk about it.,<2.25,4
460,He's so busy lately I hardly see him.,3.25-4.25,4
281,What's this amazing thing that's happening to her?,2.25-3.25,4
725,The assembly also sometimes is about moral teaching.,>5.25,4
121,That's what I am trying to tell you.,<2.25,4
351,It was as if the darkness itself thickened.,3.25-4.25,4
559,He pointed out the device on the shield.,4.25-5.25,4
100,"As you can see, it is quite large.",<2.25,4
164,We need to take it a step further.,2.25-3.25,4
683,The air traffic control center functions without these.,>5.25,4
32,I want you to be my best man.,<2.25,4
635,Emerson spoke to his man inside the bureau.,4.25-5.25,4
672,"The metal collects charged particles, drawing a current.",>5.25,4
612,He knows what happened at the shirt place.,4.25-5.25,4
41,You're going to have to talk to them.,<2.25,4
54,Would you like to come back one day?,<2.25,4
445,She took not one more step toward him.,3.25-4.25,4
718,All three anchor stores are on one level.,>5.25,4
346,"He leaned forward, looking directly at the president.",3.25-4.25,4
538,The platform carried us to the surface again.,4.25-5.25,4
793,A short row of stores lay directly ahead.,>5.25,4
761,Peter drove away and David came back inside.,>5.25,4
156,What do you want to hear from me?,<2.25,4
408,I opened the heavy door and looked inside.,3.25-4.25,4
642,It stems from a primal attraction for shelter.,>5.25,4
86,That's just the way it is for me.,<2.25,4
621,I set the girl down by the others.,4.25-5.25,4
575,He smiled when he saw the shadows part.,4.25-5.25,4
571,The next morning she was literally shaken awake.,4.25-5.25,4
114,"Well, you can sleep here if you want.",<2.25,4
781,That one moment could erase all you've accomplished.,>5.25,4
503,"She was almost twelve, her passions yet unfettered.",4.25-5.25,4
500,Jane heaved her paperwork out of the kitchen.,4.25-5.25,4
583,He served briefly as a superior court judge.,4.25-5.25,4
174,She closed the door and leaned against it.,2.25-3.25,4
75,How dare you speak to me like that?,<2.25,4
414,I am one step away from saying that,3.25-4.25,4
167,He walked to the window and looked out.,2.25-3.25,4
623,Why had just those two not been found?,4.25-5.25,4
119,Here is what I want you to do.,<2.25,4
309,It is the only member of its genus.,2.25-3.25,4
482,His scientific publications were focused on string theory.,4.25-5.25,4
731,"He would arrive tomorrow, exciting her beyond belief.",>5.25,4
385,It's the most accurate way to verify information.,3.25-4.25,4
261,"On a bad day, it could be impenetrable.",2.25-3.25,4
361,Her lips were set in a stiff line.,3.25-4.25,4
483,"As the temperature increases, diodes' forward voltage decreases.",4.25-5.25,4
467,She had to admit it was rather nice.,3.25-4.25,4
73,What do you want me to do now?,<2.25,4
759,"Then, it remained just half of the echo.",>5.25,4
738,But her remaining pack items were all gone.,>5.25,4
489,Their mood was dejected at the impending parting.,4.25-5.25,4
433,A light came on in a small room.,3.25-4.25,4
587,Think of me in times yet to come.,4.25-5.25,4
157,There's no need to hide anything from us.,<2.25,4
684,"Usually, Mike texted her nonstop, even during school.",>5.25,4
557,Could she even begin to imagine the scenario?,4.25-5.25,4
195,I just have a lot on my mind.,2.25-3.25,4
78,He had no idea what was going on.,<2.25,4
149,Do whatever it is you need to do.,<2.25,4
429,This was a time for fun and enjoyment.,3.25-4.25,4
146,There was only one thing I could do.,<2.25,4
84,"Well, it's up to us then, isn't it?",<2.25,4
647,They carefully walk on the slick stone floor.,>5.25,4
709,Lawrence heard faint far off voices way behind.,>5.25,4
615,But being at the farm was too difficult.,4.25-5.25,4
706,He surveyed the crew with hard dark eyes.,>5.25,4
481,Under most circumstances he appeared relaxed and confident.,4.25-5.25,4
317,She didn't think this was a good sign.,2.25-3.25,4
629,The smell of roasted meat filled the camp.,4.25-5.25,4
464,We have a location from the phone company.,3.25-4.25,4
480,Does that look at all suspicious to you?,3.25-4.25,4
690,Older larvae live freely between spun leaf segments.,>5.25,4
785,A smile cracked the big man's rock face.,>5.25,4
63,"Look, I think we should work things out.",<2.25,4
263,"Either way, I wanted to hear his story.",2.25-3.25,4
436,He keeps his word and they keep theirs.,3.25-4.25,4
654,That alone was reason to avoid car discussions.,>5.25,4
501,Its realisation in the near future is unlikely.,4.25-5.25,4
212,There's no such thing as a bad coincidence.,2.25-3.25,4
260,She suddenly sat up and opened her eyes.,2.25-3.25,4
47,"If this is a joke, it's not funny.",<2.25,4
650,"It made less mess, solving my original concern.",>5.25,4
719,The soft earth beneath begged to be uncovered.,>5.25,4
479,He wanted to be away from those reporters.,3.25-4.25,4
662,"The building shook, books falling off the shelves.",>5.25,4
798,The signal also reaches part of Western Wyoming.,>5.25,4
222,I'm just going to grab a few things.,2.25-3.25,4
280,How do you manage to stay so cool?,2.25-3.25,4
224,"You take the front, I'll take the back.",2.25-3.25,4
89,This is a good place to meet you.,<2.25,4
306,The album went platinum shortly after its release.,2.25-3.25,4
1,Can I talk to you for a minute?,<2.25,4
