sentence_id,sentence,bucket,list_number
796.0,Was he remembering what such tenderness felt like?,>5.25,1
254.0,He had not expected them to believe him.,2.25-3.25,1
466.0,He pulled up with all of his strength.,3.25-4.25,1
165.0,Did you do what you were supposed to?,2.25-3.25,1
778.0,That was very interesting research George was doing!,>5.25,1
281.0,What's this amazing thing that's happening to her?,2.25-3.25,1
735.0,Meet after work and sip tea while talking.,>5.25,1
250.0,I have no recollection of any of that.,2.25-3.25,1
439.0,He featured in a number of stage productions.,3.25-4.25,1
33.0,I wish there was something I could do.,<2.25,1
106.0,Do you see the size of that thing?,<2.25,1
775.0,The guard examined it and waved us on.,>5.25,1
240.0,Do you know why we are here tonight?,2.25-3.25,1
220.0,What a day this was going to be!,2.25-3.25,1
369.0,He started hanging the clothes in the closet.,3.25-4.25,1
643.0,Was he pleading for release or to serve?,4.25-5.25,1
118.0,Would you like me to stay with you?,<2.25,1
260.0,She suddenly sat up and opened her eyes.,2.25-3.25,1
104.0,Everything you need to know is right there.,<2.25,1
661.0,And what would'st I gain from this bargain?,>5.25,1
574.0,The reality of what was happening sank in.,4.25-5.25,1
750.0,The voices were getting louder and sounded agitated.,>5.25,1
755.0,"In the ad, he mentioned role playing games.",>5.25,1
174.0,She closed the door and leaned against it.,2.25-3.25,1
682.0,"He resisted checking his notebook, determined to impress.",>5.25,1
85.0,We'll talk about this when I get back.,<2.25,1
578.0,"They passed the same houses, streets and stores.",4.25-5.25,1
473.0,That's always been a point in their favor.,3.25-4.25,1
752.0,I got a bigger customer base this summer.,>5.25,1
455.0,"However, I am without argument to explain it.",3.25-4.25,1
155.0,I just had to get out of there.,<2.25,1
280.0,How do you manage to stay so cool?,2.25-3.25,1
593.0,He clearly had no clue who Debbie was.,4.25-5.25,1
394.0,How could they talk when he couldn't speak?,3.25-4.25,1
424.0,There are two or three suitcases in it.,3.25-4.25,1
416.0,"Now, we have cloaks for those with wings.",3.25-4.25,1
746.0,"Hanna faked a cough, hiding her guilty expression.",>5.25,1
715.0,"This fanaticism and this exhibitionism, I would ban.",>5.25,1
123.0,I don't care what you think of me.,<2.25,1
2.0,Can I talk to you for a second?,<2.25,1
552.0,He was inside a house made of cheese.,4.25-5.25,1
341.0,I stood in the crossroads for a moment.,3.25-4.25,1
618.0,He's learned to shake off something like this.,4.25-5.25,1
577.0,I'll choose her tomorrow and every day after.,4.25-5.25,1
183.0,Exercise is a great way to relieve stress.,2.25-3.25,1
381.0,The flow of data is returning to normal.,3.25-4.25,1
67.0,"Oh, I wish I could remember the name.",<2.25,1
324.0,She turned her attention back to the furnishings.,3.25-4.25,1
559.0,He pointed out the device on the shield.,4.25-5.25,1
640.0,They mine the leaves of their host plant.,4.25-5.25,1
483.0,"As the temperature increases, diodes' forward voltage decreases.",4.25-5.25,1
110.0,That's two and a half hours from now.,<2.25,1
177.0,"Frankly, I can't spare the time right now.",2.25-3.25,1
235.0,I'm in the middle of something important here.,2.25-3.25,1
199.0,Of course there had to be a plan.,2.25-3.25,1
122.0,Do you really expect me to believe that?,<2.25,1
62.0,I'll come to you when I need you.,<2.25,1
354.0,She should have started with something much smaller.,3.25-4.25,1
347.0,"When she stepped into view, she saw everyone.",3.25-4.25,1
120.0,"What do you mean, what am I doing?",<2.25,1
774.0,The sheep turn round and charge the shepherd?,>5.25,1
19.0,"Come on, I want to show you something.",<2.25,1
468.0,I was getting aggravated just thinking about it.,3.25-4.25,1
477.0,There is too much happening in world politics.,3.25-4.25,1
279.0,I was hoping maybe we could get together.,2.25-3.25,1
346.0,"He leaned forward, looking directly at the president.",3.25-4.25,1
308.0,Why don't we go straight through the stream?,2.25-3.25,1
69.0,Looks like someone wants to be a hero.,<2.25,1
405.0,She pointed to a carving on the wall.,3.25-4.25,1
472.0,"Your mouth is so tight, and turned down.",3.25-4.25,1
396.0,"In my judgment, you simply have no alternative.",3.25-4.25,1
103.0,"Mister, I don't want to know your name.",<2.25,1
81.0,I want you to have a good time.,<2.25,1
193.0,I was supposed to be doing something else.,2.25-3.25,1
333.0,He looked at the poster on the wall.,3.25-4.25,1
787.0,Seth would marry Beth and have ten kids.,>5.25,1
179.0,"In the meantime, I had much to do.",2.25-3.25,1
355.0,I can blow smoke out of my ears.,3.25-4.25,1
513.0,The workshop guys can pick it up later.,4.25-5.25,1
135.0,How am I supposed to figure it out?,<2.25,1
569.0,We were sent on ahead to make arrangements.,4.25-5.25,1
479.0,He wanted to be away from those reporters.,3.25-4.25,1
421.0,She took her stage name from her grandmother.,3.25-4.25,1
675.0,Old fingers turned the safe dial several times.,>5.25,1
275.0,They can't help it and neither can I.,2.25-3.25,1
314.0,A knock at the front door interrupted me.,2.25-3.25,1
589.0,Admission period cannot be extended under the program.,4.25-5.25,1
572.0,The April issue was published but never mailed.,4.25-5.25,1
611.0,"Came the morrow, and nothing was sorted out.",4.25-5.25,1
523.0,The separation was almost too painful to stand.,4.25-5.25,1
11.0,I don't really know what you're talking about.,<2.25,1
340.0,He had only ever seen them in books.,3.25-4.25,1
84.0,"Well, it's up to us then, isn't it?",<2.25,1
229.0,"Now, start from the beginning, and slow down.",2.25-3.25,1
622.0,She started to look uncomfortable then hid it.,4.25-5.25,1
741.0,Most were curiously quiet and wary around him.,>5.25,1
766.0,"The vines, faster now, reached for her thighs.",>5.25,1
794.0,The security office always tapes from the cameras.,>5.25,1
149.0,Do whatever it is you need to do.,<2.25,1
353.0,I needed to focus on here and now.,3.25-4.25,1
